"행정구역별","지역구분","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월",
"강원특별자치도 화천군","감소","60대","","26852","13279","14957","21036","26980","26355","27551","36807","25623","28822","20688","14733",
"강원특별자치도 화천군","감소","70세 이상","","11696","7279","7798","10697","13331","12323","13428","15872","13288","15645","X","X",
"강원특별자치도 양구군","감소","계(명)","","66081","76429","77433","91354","110972","100657","96220","118633","110152","104454","99465","67848",
"강원특별자치도 양구군","감소","20세미만","","9514","11840","11816","12413","14311","13946","14822","17625","14970","11511","X","X",
"강원특별자치도 양구군","감소","20대","","14665","16242","14627","16164","17167","16156","17216","19892","18712","16891","16441","14325",
"강원특별자치도 양구군","감소","30대","","7203","9029","8500","9674","11488","10438","10192","13151","12895","10413","10171","7656",
"강원특별자치도 양구군","감소","40대","","9357","11100","11958","12948","15579","14546","13795","17597","16293","14225","14859","9775",
"강원특별자치도 양구군","감소","50대","","11347","13059","13579","16908","20807","18571","17525","21610","20228","20075","18202","12165",
"강원특별자치도 양구군","감소","60대","","8989","10035","11151","15339","21288","18022","15189","19833","18393","20772","18151","10449",
"강원특별자치도 양구군","감소","70세 이상","","5006","5125","5804","7907","10334","8978","7480","8926","8662","10568","X","X",
"강원특별자치도 인제군","관심","계(명)","","157758","167152","151846","175001","267049","285960","269561","419256","261296","396573","217121","151604",
"강원특별자치도 인제군","관심","20세미만","","X","X","X","X","X","X","X","X","X","X","X","X",
"강원특별자치도 인제군","관심","20대","","30463","31208","29017","28153","34375","36250","37054","52283","39270","36516","31412","29273",
"강원특별자치도 인제군","관심","30대","","21157","21925","19215","20839","28101","31944","30091","51194","32363","33800","24313","20811",
"강원특별자치도 인제군","관심","40대","","23846","25990","22040","25177","39747","41560","40414","66936","37244","48793","31104","22200",
"강원특별자치도 인제군","관심","50대","","31572","31569","28480","35008","60919","66993","58654","90642","54976","98632","47941","30217",
"강원특별자치도 인제군","관심","60대","","24254","24826","24543","33037","55453","62269","51996","77455","51489","108612","45667","24889",
"강원특별자치도 인제군","관심","70세 이상","","X","X","X","X","X","X","X","X","X","X","X","X",
"강원특별자치도 고성군","감소","계(명)","","311109","300229","272133","310218","386589","472255","497870","735336","411098","427867","338734","321479",
"강원특별자치도 고성군","감소","20세미만","","49969","49960","30410","27265","46821","57451","89411","141241","49429","42638","35605","40694",
"강원특별자치도 고성군","감소","20대","","39738","39643","33569","33026","38637","48073","53051","77417","48404","38714","36263","40763",
"강원특별자치도 고성군","감소","30대","","43448","40328","38428","41788","50541","68937","72382","113526","65019","53775","44886","49812",
"강원특별자치도 고성군","감소","40대","","57030","55656","48092","52685","67525","84555","99757","150194","72797","71568","57680","56528",
"강원특별자치도 고성군","감소","50대","","56152","52905","53367","64032","77338","92991","85635","120955","76087","87918","69168","60600",
"강원특별자치도 고성군","감소","60대","","44960","41932","46641","59832","70077","82393","66750","91797","67450","87778","63972","50184",
"강원특별자치도 고성군","감소","70세 이상","","19813","19806","21626","31589","35648","37855","30884","40206","31911","45476","31160","22898",
"강원특별자치도 양양군","감소","계(명)","","322302","323594","315169","362443","472015","515708","549390","819804","445178","514518","357032","315101",
"강원특별자치도 양양군","감소","20세미만","","X","X","X","30852","56959","56956","84915","136073","51825","44421","33333","35693",
"강원특별자치도 양양군","감소","20대","","38721","37606","33470","34052","48917","60743","75615","116553","52988","38453","30656","35264",
"강원특별자치도 양양군","감소","30대","","44910","43822","46174","50006","65363","80666","87259","138393","72253","60075","45019","46051",
"강원특별자치도 양양군","감소","40대","","59703","61248","58593","62466","85641","94722","105459","159445","79157","84519","61864","57358",
"강원특별자치도 양양군","감소","50대","","67407","63353","66451","76578","94175","101602","95519","135479","84813","114995","78778","67047",
"강원특별자치도 양양군","감소","60대","","48862","47161","53779","70481","80218","83386","69307","94168","70819","115134","71542","50818",
"강원특별자치도 양양군","감소","70세 이상","","X","X","X","38007","40743","37633","31318","39694","33324","56920","35840","22870",
"충청북도 제천시","감소","계(명)","","406132","484000","476593","587926","602199","587945","561199","701847","599513","626522","582765","429108",
"충청북도 제천시","감소","20세미만","","52087","70606","52488","55679","70389","64435","72106","97682","74151","64058","58346","47853",
"충청북도 제천시","감소","20대","","45752","56188","49265","51549","53006","53784","54199","69124","64807","53685","53606","47995",
"충청북도 제천시","감소","30대","","54267","65245","61742","67513","71064","72973","69169","88637","81723","75254","71375","58081",
"충청북도 제천시","감소","40대","","66035","81781","75178","84950","93859","91596","89383","114566","96524","94821","87714","66869",
"충청북도 제천시","감소","50대","","80214","94058","100095","124959","124996","125802","115349","142872","119260","130384","123207","86606",
"충청북도 제천시","감소","60대","","69346","75525","89552","127488","117807","117708","105772","126298","105817","131118","121334","78209",
"충청북도 제천시","감소","70세 이상","","38431","40597","48274","75788","71078","61648","55222","62667","57230","77202","67183","43496",
"충청북도 보은군","감소","계(명)","","138270","182533","179172","210883","227097","206485","177217","228284","244686","333236","283924","141679",
"충청북도 보은군","감소","20세미만","","14036","23860","16932","18165","25633","18635","19651","30122","30742","26656","21861","12195",
"충청북도 보은군","감소","20대","","11751","18164","14948","15695","15817","15698","15902","19825","20068","17173","17411","11530",
"충청북도 보은군","감소","30대","","14902","21030","18846","20652","23445","21461","18505","26088","27952","29569","25709","14797",
"충청북도 보은군","감소","40대","","21822","30866","29102","31843","36368","32775","28149","36978","39684","46460","41143","21860",
"충청북도 보은군","감소","50대","","31321","39158","41250","48837","51491","49153","40135","48936","53894","77536","67378","32176",
"충청북도 보은군","감소","60대","","28737","32423","38491","48706","48716","45474","36105","44373","48189","86809","72037","31606",
"충청북도 보은군","감소","70세 이상","","15701","17033","19603","26985","25626","23289","18770","21962","24158","49034","38385","17513",
"충청북도 옥천군","감소","계(명)","","201831","245934","251123","282154","286656","264993","220795","256462","275891","264888","253194","201116",
"충청북도 옥천군","감소","20세미만","","20652","34117","20051","20466","24010","21645","21973","29221","28231","20332","21970","17077",
"충청북도 옥천군","감소","20대","","20439","25496","22043","23848","25449","24794","20211","24898","28333","22210","22038","19444",
"충청북도 옥천군","감소","30대","","21098","27466","24168","26972","28578","27177","23099","27441","30785","25607","25410","20986",
"충청북도 옥천군","감소","40대","","33368","41018","38575","40309","43631","39142","33645","39483","44437","39786","38166","31305",
"충청북도 옥천군","감소","50대","","46762","51706","60229","66111","66933","61683","50154","56465","60518","63249","57776","47418",
"충청북도 옥천군","감소","60대","","38908","43739","56916","68256","63348","59628","46760","51618","54623","60934","57085","41917",
"충청북도 옥천군","감소","70세 이상","","20605","22392","29139","36192","34707","30925","24952","27337","28964","32770","30748","22970",
"충청북도 영동군","감소","계(명)","","167492","191788","173041","195447","214010","204814","183021","233184","235657","207910","198000","146593",
"충청북도 영동군","감소","20세미만","","15244","23492","13239","14288","18198","15423","16754","23601","23931","14450","15933","11984",
"충청북도 영동군","감소","20대","","13354","18788","13161","14041","16189","14945","14749","18249","19999","13982","14321","12413",
"충청북도 영동군","감소","30대","","15238","19854","15834","17221","19653","19073","17961","23529","25061","18439","18167","14102",
"충청북도 영동군","감소","40대","","24949","30368","25776","28328","31816","29892","27458","35054","36323","29871","29406","20974",
"충청북도 영동군","감소","50대","","40400","43222","42397","47830","51819","50042","43038","54031","54305","51604","48314","34059",
"충청북도 영동군","감소","60대","","37574","36281","40050","47399","49151","48927","40357","51358","49095","51354","46348","33084",
"충청북도 영동군","감소","70세 이상","","20733","19784","22583","26340","27184","26511","22704","27363","26944","28210","25510","19977",
"충청북도 괴산군","감소","계(명)","","171498","235301","222788","269910","314688","337772","331505","477378","335110","320401","310459","197192",
"충청북도 괴산군","감소","20세미만","","18229","29589","19741","22484","34576","34028","40511","69257","37759","29262","28115","18408",
"충청북도 괴산군","감소","20대","","16712","27610","24334","22652","26602","29200","34870","53465","34054","23684","23090","18859",
"충청북도 괴산군","감소","30대","","18501","26185","22694","27414","33364","39113","38977","64308","41479","32511","32330","21717",
"충청북도 괴산군","감소","40대","","27197","37659","32783","38797","47337","51422","50743","75026","51171","46740","46486","30322",
"충청북도 괴산군","감소","50대","","37712","51128","50120","63298","69624","75610","69411","91250","70547","73931","72988","43988",
"충청북도 괴산군","감소","60대","","35161","42260","49054","64558","69796","74574","66831","85463","67836","76836","72999","42727",
"충청북도 괴산군","감소","70세 이상","","17985","20871","24063","30707","33389","33826","30162","38609","32265","37436","34451","21172",
"충청북도 단양군","감소","계(명)","","188805","242369","222936","286825","332753","313391","258130","369038","286577","367500","325779","163902",
"충청북도 단양군","감소","20세미만","","21889","34008","21969","19938","30711","26184","32413","51513","31132","29460","23352","14226",
"충청북도 단양군","감소","20대","","14724","19797","15532","16304","20074","20786","21118","32982","24158","21077","20587","12145",
"충청북도 단양군","감소","30대","","22630","28542","24749","26673","31850","33629","30315","46434","36030","35031","32146","19638",
"충청북도 단양군","감소","40대","","32449","42554","35581","38758","49217","48344","42045","60979","46032","52325","46639","25077",
"충청북도 단양군","감소","50대","","42821","49612","51102","65746","78435","74817","55993","78582","62263","83907","78171","36711",
"충청북도 단양군","감소","60대","","36791","44561","49588","76386","80515","73507","51596","68243","58721","93753","83601","36514",
"충청북도 단양군","감소","70세 이상","","17501","23296","24414","43019","41951","36124","24650","30305","28240","51947","41284","19590",
"충청남도 공주시","감소","계(명)","","505940","577424","582763","693847","690818","709215","606283","702930","739252","780261","688658","513778",
"충청남도 공주시","감소","20세미만","","56918","74899","55623","67567","77913","65707","70005","86364","88854","86948","63118","47820",
"충청남도 공주시","감소","20대","","57554","68252","62242","65472","68616","67387","65931","78184","78608","73053","68511","59731",
"충청남도 공주시","감소","30대","","65747","72970","74137","86223","87115","89000","79896","95877","100522","98211","85293","65528",
"충청남도 공주시","감소","40대","","86175","101129","100103","114114","118256","119450","102309","119403","126925","129403","114726","83686",
"충청남도 공주시","감소","50대","","108163","121750","130488","153448","149868","164347","129064","145875","151883","166522","153270","111971",
"충청남도 공주시","감소","60대","","87395","92675","107252","135366","124526","137628","105622","118737","126630","149433","134647","95652",
"충청남도 공주시","감소","70세 이상","","43987","45750","52918","71657","64523","65697","53455","58491","65830","76691","69095","49391",
"충청남도 보령시","감소","계(명)","","478194","520942","533649","621598","652298","647628","612829","834245","765452","734500","616890","504966",
"충청남도 보령시","감소","20세미만","","61961","84475","63001","58538","77684","76939","89425","133067","90053","71207","61580","53864",
"충청남도 보령시","감소","20대","","57278","66752","62887","60191","74344","76929","85310","118615","88344","65515","60202","57710",
"충청남도 보령시","감소","30대","","60714","65342","65119","72539","82596","88690","86829","119898","112969","94863","77409","67081",
"충청남도 보령시","감소","40대","","80714","91528","88970","100794","113005","115377","105894","148336","155426","143564","112086","84579",
"충청남도 보령시","감소","50대","","96011","96549","105459","125537","126880","126216","110069","145319","151745","157440","131792","104252",
"충청남도 보령시","감소","60대","","79410","74784","95049","124339","110518","106399","87678","111817","110356","129168","112367","89480",
"충청남도 보령시","감소","70세 이상","","42106","41513","53163","79661","67273","57077","47624","57194","56559","72744","61453","48000",
"충청남도 논산시","감소","계(명)","","410389","496669","569985","513392","518848","482145","462991","494045","516461","508371","487556","416437",
"충청남도 논산시","감소","20세미만","","51683","74334","73475","58826","61556","52976","59883","69876","66019","52278","50723","44851",
"충청남도 논산시","감소","20대","","53897","67343","77908","62745","63368","58465","61067","62772","67237","60431","58089","53700",
"충청남도 논산시","감소","30대","","45272","56150","74397","54631","56948","55004","50790","57311","61024","54858","53237","47663",
"충청남도 논산시","감소","40대","","65029","81710","89703","79154","82479","76089","72637","78407","82654","76757","75826","64075",
"충청남도 논산시","감소","50대","","86423","100781","110961","111029","111977","104779","97693","99429","105380","107970","104359","87054",
"충청남도 논산시","감소","60대","","66413","72315","89940","90088","87705","83415","73935","77911","82660","94125","88610","73068",
"충청남도 논산시","감소","70세 이상","","41672","44036","53601","56920","54815","51418","46986","48339","51487","61952","56713","46027",
"충청남도 금산군","감소","계(명)","","220524","258938","262898","288014","290322","287951","272379","315925","304900","379278","287842","209501",
"충청남도 금산군","감소","20세미만","","22751","34318","23514","21906","29028","25537","30288","39212","33084","28785","23098","18061",
"충청남도 금산군","감소","20대","","19783","26510","21644","19795","22094","23122","22637","30790","28813","24095","21168","18860",
"충청남도 금산군","감소","30대","","21911","27505","24179","25105","28171","28546","27195","35161","33046","32338","25961","21692",
"충청남도 금산군","감소","40대","","33332","41570","38236","39679","43517","41852","39854","47213","46301","48123","40094","30861",
"충청남도 금산군","감소","50대","","49375","55676","58966","64005","62852","63021","58197","65161","64781","77708","61472","45719",
"충청남도 금산군","감소","60대","","45549","46542","57627","69060","61899","62841","57255","61206","60877","94057","65644","44636",
"충청남도 금산군","감소","70세 이상","","27823","26817","38732","48465","42761","43032","36952","37181","37997","74171","50405","29673",
"충청남도 부여군","감소","계(명)","","215492","298054","268108","303834","315851","295271","284770","281881","358676","365831","316645","223359",
"충청남도 부여군","감소","20세미만","","27729","48609","32316","34929","40649","31558","30189","35946","51237","49739","35542","24336",
"충청남도 부여군","감소","20대","","18072","28691","20688","20586","22033","21555","21513","22520","31685","23255","22814","17636",
"충청남도 부여군","감소","30대","","26706","37282","31297","33808","36354","34733","32392","35501","46004","42405","37205","27252",
"충청남도 부여군","감소","40대","","36520","54985","46654","49226","54754","49427","45030","48322","61068","60117","52867","36633",
"충청남도 부여군","감소","50대","","42545","56787","55655","63052","65349","62726","60892","56797","68229","70722","64988","45764",
"충청남도 부여군","감소","60대","","37761","43745","49539","61058","58138","58102","58229","50842","61666","71660","62422","42801",
"충청남도 부여군","감소","70세 이상","","26159","27956","31959","41175","38574","37171","36525","31953","38787","47933","40808","28936",
"충청남도 서천군","감소","계(명)","","218486","263931","304712","293245","339592","305845","233156","326220","356675","327960","264241","200693",
"충청남도 서천군","감소","20세미만","","27526","41159","33621","38294","46775","38439","30486","42224","46685","46169","28792","21397",
"충청남도 서천군","감소","20대","","16162","23308","18219","16692","21131","19611","16532","21619","26779","18092","16697","14604",
"충청남도 서천군","감소","30대","","27750","34846","38151","31665","40383","39633","28348","37323","43507","37005","29118","23025",
"충청남도 서천군","감소","40대","","36375","47425","49888","44504","56664","52998","39267","54073","63299","54781","43293","31640",
"충청남도 서천군","감소","50대","","43386","49781","61766","55810","64201","59067","46060","67569","72042","63777","54673","41177",
"충청남도 서천군","감소","60대","","41169","41539","64729","62043","67273","59869","43828","66304","65756","64737","55042","41073",
"충청남도 서천군","감소","70세 이상","","26118","25874","38338","44237","43164","36229","28636","37108","38607","43399","36625","27776",
"충청남도 청양군","감소","계(명)","","188630","170438","138088","158585","152697","141723","119934","150606","175462","142692","145896","123027",
"충청남도 청양군","감소","20세미만","","32457","25961","12986","14689","17435","14807","13121","17456","21972","12929","15245","13910",
"충청남도 청양군","감소","20대","","18835","16411","9778","10040","10754","9650","9409","11233","14868","9507","9863","9913",
"충청남도 청양군","감소","30대","","28313","19685","12975","13942","14685","13752","12175","15490","18545","13802","14231","14621",
"충청남도 청양군","감소","40대","","31206","27702","20778","22242","23084","20679","18069","23046","27025","20725","22485","18476",
"충청남도 청양군","감소","50대","","31613","34115","31223","35268","33730","32007","26326","33167","37054","32045","32181","25181",
"충청남도 청양군","감소","60대","","29909","29429","31324","38236","32971","31782","25209","31845","34773","33157","32098","24947",
"충청남도 청양군","감소","70세 이상","","16297","17136","19024","24168","20039","19045","15625","18368","21225","20526","19794","15979",
"충청남도 예산군","감소","계(명)","","420557","490063","440688","452088","461266","440755","384068","441410","464131","476081","448311","399071",
"충청남도 예산군","감소","20세미만","","55756","78789","45624","42349","52599","50877","53615","65490","59741","49313","44421","42343",
"충청남도 예산군","감소","20대","","39743","49412","36150","32737","36631","35892","33069","41021","45438","35742","35849","34862",
"충청남도 예산군","감소","30대","","55955","63765","56231","54920","58515","60624","50873","62286","65782","60970","56901","52978",
"충청남도 예산군","감소","40대","","70340","84290","72486","70622","75748","74393","65458","76492","78193","76036","73190","64020",
"충청남도 예산군","감소","50대","","81454","91490","92268","94810","92906","88274","74475","82517","89778","96183","93018","79547",
"충청남도 예산군","감소","60대","","74414","78372","88310","96003","88970","82607","67025","72112","79264","96880","90133","77697",
"충청남도 예산군","감소","70세 이상","","42895","43944","49620","60647","55897","48088","39552","41493","45935","60957","54799","47625",
"충청남도 태안군","감소","계(명)","","348442","413606","468530","722177","686543","670512","543892","774384","696095","733269","532135","342651",
"충청남도 태안군","감소","20세미만","","43786","60904","54515","64785","96952","95179","87040","137414","99323","90822","52689","34893",
"충청남도 태안군","감소","20대","","42649","51397","53401","56019","60628","62799","59802","84748","73497","58748","48476","41330",
"충청남도 태안군","감소","30대","","48089","55934","64706","85176","92320","103107","81092","117383","113341","108670","74132","48814",
"충청남도 태안군","감소","40대","","59323","74425","80632","109523","122909","128639","98529","142244","137518","149345","104063","56095",
"충청남도 태안군","감소","50대","","69284","80165","95136","147202","128176","125554","97133","132095","126516","144597","114835","68708",
"충청남도 태안군","감소","60대","","55660","59305","80283","161643","117971","104292","79644","108347","98247","119542","92042","59684",
"충청남도 태안군","감소","70세 이상","","29651","31477","39857","97829","67587","50944","40652","52153","47654","61545","45899","33126",
"전북특별자치도 익산시","관심","계(명)","","660315","771116","715112","721722","768968","726755","688733","729556","813466","795243","767104","705702",
"전북특별자치도 익산시","관심","20세미만","","76046","108209","79762","77100","92327","78081","78976","85951","102740","82124","80805","76974",
"전북특별자치도 익산시","관심","20대","","88194","106626","95269","94446","99051","95793","90038","96652","111254","98318","99124","94814",
"전북특별자치도 익산시","관심","30대","","86104","101954","91716","91445","97644","93633","89793","94846","109803","99910","98626","94572",
"전북특별자치도 익산시","관심","40대","","109884","132924","118444","117120","128299","120031","113947","120339","136238","125967","124042","113536",
"전북특별자치도 익산시","관심","50대","","131965","148772","146473","147283","156195","150735","140666","148301","160457","164494","158334","142513",
"전북특별자치도 익산시","관심","60대","","101997","106426","112513","117978","119359","115458","106786","112562","119701","136075","125730","111820",
"전북특별자치도 익산시","관심","70세 이상","","66124","66204","70934","76350","76095","73023","68528","70904","73274","88354","80443","71471",
"전북특별자치도 정읍시","감소","계(명)","","292608","368047","332088","353319","371583","347755","321012","363708","411936","435557","592877","312362",
"전북특별자치도 정읍시","감소","20세미만","","33154","52783","34032","32106","40747","34202","35496","45320","52942","35647","42267","32190",
"전북특별자치도 정읍시","감소","20대","","27840","39785","30314","30570","31935","31229","29502","34307","41336","32180","39500","28354",
"전북특별자치도 정읍시","감소","30대","","33003","42947","38397","38851","41712","39642","37531","42559","48891","44246","54818","36182",
"전북특별자치도 정읍시","감소","40대","","48072","64601","55394","56994","63237","58273","53768","60977","69606","65685","84285","50852",
"전북특별자치도 정읍시","감소","50대","","63368","77065","73848","80060","83449","79969","71060","78892","88869","104660","142288","69457",
"전북특별자치도 정읍시","감소","60대","","51121","54349","59853","68004","65901","63260","55844","61627","67362","95308","145257","56537",
"전북특별자치도 정읍시","감소","70세 이상","","36052","36517","40251","46734","44603","41180","37811","40026","42930","57832","84462","38790",
"전북특별자치도 남원시","감소","계(명)","","255723","317169","318747","344737","460134","322682","336291","434091","372471","347319","346928","263738",
"전북특별자치도 남원시","감소","20세미만","","28497","46954","27589","32966","45460","30063","35023","47803","42826","32604","29306","25892",
"전북특별자치도 남원시","감소","20대","","23054","33559","26200","25676","34914","26018","28553","39607","35760","25553","25974","22781",
"전북특별자치도 남원시","감소","30대","","28499","37487","34932","35468","51804","34253","34640","46668","43749","37686","36037","30952",
"전북특별자치도 남원시","감소","40대","","42102","54836","50851","53180","71929","52354","52307","67572","62059","55729","54359","44657",
"전북특별자치도 남원시","감소","50대","","58458","67205","76941","80201","106241","78647","79852","102559","85126","82898","84041","61613",
"전북특별자치도 남원시","감소","60대","","45877","47270","63747","71376","94858","63638","66123","83166","64857","70127","72566","47075",
"전북특별자치도 남원시","감소","70세 이상","","29236","29857","38488","45870","54929","37708","39792","46716","38093","42721","44644","30768",
"전북특별자치도 김제시","감소","계(명)","","279062","346883","310463","347326","366109","339031","303713","329038","385999","379210","343527","301181",
"전북특별자치도 김제시","감소","20세미만","","29998","46087","27086","29795","36440","32772","28820","34664","43400","37866","31931","32646",
"전북특별자치도 김제시","감소","20대","","25021","35509","25617","27625","31052","28023","26443","28416","37729","29703","27821","25371",
"전북특별자치도 김제시","감소","30대","","31211","39694","35009","38454","41893","38639","34811","38326","46442","44677","38530","34711",
"전북특별자치도 김제시","감소","40대","","46578","60436","52593","57667","63015","57313","50798","55890","66181","64241","58046","49928",
"전북특별자치도 김제시","감소","50대","","61874","74892","72474","80657","84401","78517","69465","74473","85727","84253","79759","66423",
"전북특별자치도 김제시","감소","60대","","50687","55172","59844","68945","66968","63600","56813","59572","66123","72223","66032","55660",
"전북특별자치도 김제시","감소","70세 이상","","33692","35093","37840","44183","42341","40166","36563","37697","40397","46246","41409","36441",
"전북특별자치도 진안군","감소","계(명)","","109131","137848","140660","226460","184640","169736","157936","212195","188532","192881","184823","110242",
"전북특별자치도 진안군","감소","20세미만","","11552","18681","11363","12613","X","X","X","X","X","13475","14623","9773",
"전북특별자치도 진안군","감소","20대","","8097","12569","8497","10887","11397","10142","10472","15759","15317","10236","10342","7840",
"전북특별자치도 진안군","감소","30대","","10332","13766","12436","16925","16453","15372","14112","20584","18834","16887","15611","10902",
"전북특별자치도 진안군","감소","40대","","17333","23494","22682","30895","29203","26314","23817","32773","29985","29149","28871","16899",
"전북특별자치도 진안군","감소","50대","","26242","31512","36375","59378","46919","42731","39090","51668","45105","50198","48459","26983",
"전북특별자치도 진안군","감소","60대","","22662","24116","31838","61261","41870","39057","35416","45204","38323","47753","44280","23845",
"전북특별자치도 진안군","감소","70세 이상","","12914","13710","17468","34501","X","X","X","X","X","25182","22637","14000",
"전북특별자치도 무주군","감소","계(명)","","426497","303045","146572","152560","180841","204385","220876","347480","234433","192380","211640","270232",
"전북특별자치도 무주군","감소","20세미만","","X","X","X","X","X","X","X","X","X","18715","18685","X",
"전북특별자치도 무주군","감소","20대","","74973","49949","15668","10087","12286","16657","17535","29350","20996","11075","13434","39479",
"전북특별자치도 무주군","감소","30대","","59018","39429","15801","15116","19143","25585","24378","40372","30893","18881","20740","40664",
"전북특별자치도 무주군","감소","40대","","69650","52368","24828","24502","30786","35187","36592","58426","40589","30144","33103","48097",
"전북특별자치도 무주군","감소","50대","","72791","52064","32025","37177","43419","48756","50884","76946","51154","48057","52538","48876",
"전북특별자치도 무주군","감소","60대","","54948","35799","24192","31650","33820","38670","41560","60806","40206","43194","48622","33939",
"전북특별자치도 무주군","감소","70세 이상","","X","X","X","X","X","X","X","X","X","22312","24518","X",
"전북특별자치도 장수군","감소","계(명)","","67610","92938","77570","93976","105549","103259","101508","145134","143914","98317","100447","66616",
"전북특별자치도 장수군","감소","20세미만","","7404","14606","8221","7638","10474","8919","11995","17904","19121","7405","9152","6330",
"전북특별자치도 장수군","감소","20대","","5025","9308","5556","5608","6749","6590","6717","9818","11402","5804","6385","4714",
"전북특별자치도 장수군","감소","30대","","6985","10042","7808","9087","10461","10013","10613","15296","15986","9364","10034","6816",
"전북특별자치도 장수군","감소","40대","","11202","16479","12759","15032","17569","16925","16482","24018","24830","16088","16977","10961",
"전북특별자치도 장수군","감소","50대","","15792","20108","18605","23255","26059","26975","23681","33288","32709","25868","25644","15925",
"전북특별자치도 장수군","감소","60대","","12626","13631","14882","20663","21689","21848","20321","29005","25671","21526","20431","12945",
"전북특별자치도 장수군","감소","70세 이상","","8575","8765","9739","12694","12549","11989","11699","15805","14194","12263","11824","8924",
"전북특별자치도 임실군","감소","계(명)","","114563","155896","166865","221890","246532","192597","154840","174808","214887","308400","209309","164345",
"전북특별자치도 임실군","감소","20세미만","","11679","21392","16210","X","25724","16968","17907","20388","26773","35254","20540","X",
"전북특별자치도 임실군","감소","20대","","11170","17061","12348","13586","16915","13983","12870","14780","20210","17942","14377","13006",
"전북특별자치도 임실군","감소","30대","","11280","16516","15883","18743","21136","17193","14553","17770","21800","27084","18490","21346",
"전북특별자치도 임실군","감소","40대","","17508","25231","24523","29010","33717","27682","23402","26513","32066","40294","28899","26265",
"전북특별자치도 임실군","감소","50대","","26863","35206","40889","51359","59705","46862","36782","41218","49644","68094","49411","33207",
"전북특별자치도 임실군","감소","60대","","21994","25642","36070","52987","56630","44430","30957","34826","41667","74619","48979","30736",
"전북특별자치도 임실군","감소","70세 이상","","14068","14847","20942","X","32704","25480","18370","19312","22727","45112","28613","X",
"전북특별자치도 순창군","감소","계(명)","","103756","141064","141351","165253","168951","153818","128359","170353","183077","202997","263159","108314",
"전북특별자치도 순창군","감소","20세미만","","12465","20984","12938","16594","17407","14748","13861","21572","22822","18946","17955","10490",
"전북특별자치도 순창군","감소","20대","","7403","12544","8328","9066","9790","9115","9001","11820","14739","9600","11846","7565",
"전북특별자치도 순창군","감소","30대","","10495","14729","13062","13574","15191","14747","13608","18643","18892","15984","18579","11271",
"전북특별자치도 순창군","감소","40대","","16745","24154","22157","24045","26442","25072","20839","28734","29496","28262","34179","16816",
"전북특별자치도 순창군","감소","50대","","23409","31128","35833","41020","41936","37685","29338","37724","42449","51334","67282","25594",
"전북특별자치도 순창군","감소","60대","","20565","23732","31871","38882","37526","33507","25475","32763","35062","50426","73294","22330",
"전북특별자치도 순창군","감소","70세 이상","","12675","13793","17162","22073","20659","18942","16236","19095","19617","28444","40024","14248",
"전북특별자치도 고창군","감소","계(명)","","193412","255339","263115","364235","350090","315204","246926","284294","392786","409641","374256","218720",
"전북특별자치도 고창군","감소","20세미만","","19869","35788","24457","28336","33162","31384","26266","31600","40932","37122","26760","19248",
"전북특별자치도 고창군","감소","20대","","14933","24077","18867","21545","23541","21610","18976","22316","30511","27327","21094","15835",
"전북특별자치도 고창군","감소","30대","","20097","28142","27195","34085","37109","35431","27257","31738","41193","44632","33865","23397",
"전북특별자치도 고창군","감소","40대","","30436","44436","42664","52284","55511","51200","40799","46717","62083","63172","54770","34368",
"전북특별자치도 고창군","감소","50대","","44296","56029","62147","87896","83718","75004","57211","65790","92839","96884","93846","52507",
"전북특별자치도 고창군","감소","60대","","38580","40870","54018","87367","73307","64294","47305","54555","80510","88205","92385","44908",
"전북특별자치도 고창군","감소","70세 이상","","25200","25996","33767","52722","43743","36281","29112","31578","44718","52299","51536","28457",
"전북특별자치도 부안군","감소","계(명)","","261098","311183","303626","365917","389749","364882","347140","442829","413292","391869","374453","274469",
"전북특별자치도 부안군","감소","20세미만","","32455","48401","30998","33011","45942","42927","48168","67487","52544","39757","32050","28376",
"전북특별자치도 부안군","감소","20대","","22277","29803","23201","24581","28622","27325","28181","37204","36668","25600","24748","22210",
"전북특별자치도 부안군","감소","30대","","28156","35621","32104","37816","44583","44256","41935","54201","51285","42595","36615","31699",
"전북특별자치도 부안군","감소","40대","","44127","55579","48826","57118","66502","64831","66944","83698","73013","65802","59906","44793",
"전북특별자치도 부안군","감소","50대","","56895","63265","66934","79933","83429","78292","72960","90312","86431","85654","87202","61906",
"전북특별자치도 부안군","감소","60대","","48828","49565","64148","81568","75934","68697","57040","72110","73214","81216","85041","54323",
"전북특별자치도 부안군","감소","70세 이상","","28359","28950","37414","51889","44736","38554","31911","37817","40138","51246","48891","31161",
"전라남도 담양군","감소","계(명)","","319102","370061","368533","403061","479268","419946","384828","477061","410371","409628","455831","329314",
"전라남도 담양군","감소","20세미만","","35085","47802","34309","40757","52084","39292","40776","57426","44373","42374","38640","32595",
"전라남도 담양군","감소","20대","","38042","47632","43736","40379","49966","45898","44839","58202","48561","41586","53533","37499",
"전라남도 담양군","감소","30대","","41170","49404","49182","50594","62049","56241","51811","66535","57247","52987","61705","44805",
"전라남도 담양군","감소","40대","","50143","60344","59122","62894","76838","67450","61429","76979","65111","63191","68248","51818",
